"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location",":@computed_region_efsh_h5xi",":@computed_region_f5dn_yrer",":@computed_region_yeji_bk3q",":@computed_region_92fq_4b7q",":@computed_region_sbqj_enih",":@computed_region_7mpf_4k6g"
"60605607","2024-03-17T14:59:00.000","2024-03-24T09:00:00.000","DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"11235","3030 OCEAN AVENUE","OCEAN AVENUE","JEROME AVE","VOORHIES AVE",,,"ADDRESS","BROOKLYN",,"N/A","Closed",,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).","2024-03-24T09:00:00.000","15 BROOKLYN","3074640022","BROOKLYN","998383","153230","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.58724582249012","-73.9491160695666","
,  
(40.58724582249012, -73.9491160695666)","13826","32","2","15","36","36"
"60609028","2024-03-17T14:59:10.000","2025-01-28T08:21:35.000","DPR","Department of Parks and Recreation","New Tree Request","For One Address","Street","10021","815 PARK AVENUE","PARK AVENUE","EAST   74 STREET","EAST   75 STREET","EAST   74 STREET","EAST   75 STREET","ADDRESS","NEW YORK","PARK AVENUE",,"Closed",,"NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.","2025-01-28T08:21:41.000","08 MANHATTAN","1014090069","MANHATTAN","994631","220857","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.77287168890573","-73.96252045300247","
,  
(40.77287168890573, -73.96252045300247)","12083","23","4","51","11","11"
"60612678","2024-03-17T14:59:11.000","2024-04-22T11:23:09.000","DPR","Department of Parks and Recreation","New Tree Request","For One Address","Street","10472","2000 ELLIS AVENUE","ELLIS AVENUE","PUGSLEY AVENUE","EAST  177 STREET","PUGSLEY AVENUE","EAST  177 STREET","ADDRESS","BRONX","ELLIS AVENUE",,"Closed",,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.","2024-04-22T11:23:13.000","09 BRONX","2038030005","BRONX","1023754","242365","MOBILE","Unspecified","BRONX",,,,,,,,"40.83182299813239","-73.85724838931931","
,  
(40.83182299813239, -73.85724838931931)","11610","58","5","31","26","26"
"60607442","2024-03-17T14:59:30.000","2024-03-18T10:25:35.000","DCWP","Department of Consumer and Worker Protection","Consumer Complaint","Other Store (Non-Food)","Business","11235","2626 HOMECREST AVENUE","HOMECREST AVENUE","AVENUE Z","WILLIAMS COURT","AVENUE Z","WILLIAMS COURT","ADDRESS","BROOKLYN","HOMECREST AVENUE",,"Closed",,"The Department of Consumer and Worker Protection (DCWP) finished reviewing your complaint. DCWP will contact you directly to report its status.","2024-03-18T10:25:38.000","15 BROOKLYN","3074560006","BROOKLYN","996188","153163","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.587065148827286","-73.9570189833512","
,  
(40.587065148827286, -73.9570189833512)","13826","32","2","15","36","36"
"60610425","2024-03-17T14:59:31.000","2024-03-17T16:20:11.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11415","113 MOWBRAY DRIVE","MOWBRAY DRIVE","AUSTIN STREET","KEW GARDENS ROAD","AUSTIN STREET","KEW GARDENS ROAD","ADDRESS","KEW GARDENS","MOWBRAY DRIVE",,"Closed",,"The Police Department issued a summons in response to the complaint.","2024-03-17T16:20:16.000","09 QUEENS","4033530020","QUEENS","1031615","198218","PHONE","Unspecified","QUEENS",,,,,,,,"40.71061259284115","-73.82915309566089","
,  
(40.71061259284115, -73.82915309566089)","24011","46","3","28","60","60"
"60611890","2024-03-17T14:59:32.000","2024-04-03T12:40:30.000","DOT","Department of Transportation","Outdoor Dining","Site Setup Condition","Street","10001","45 WEST   27 STREET","WEST   27 STREET","BROADWAY","AVENUE OF THE AMERICAS","BROADWAY","AVENUE OF THE AMERICAS","ADDRESS","NEW YORK","WEST   27 STREET",,"Closed",,"The Department of Transportation's inspectors could not find the condition you reported. If you would like to pursue the complaint, please check the address and submit a new Service Request.","2024-04-03T12:40:35.000","05 MANHATTAN","1008290011","MANHATTAN","987116","210655","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.74487544050591","-73.98965694636395","
,  
(40.74487544050591, -73.98965694636395)","12073","11","4","10","7","7"
"60608124","2024-03-17T14:59:35.000","2024-03-17T16:31:54.000","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate","Street/Sidewalk","11355","46-34 156 STREET","156 STREET","JASMINE AVENUE","KALMIA AVENUE","JASMINE AVENUE","KALMIA AVENUE","ADDRESS","FLUSHING","156 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T16:31:57.000","07 QUEENS","4054530032","QUEENS","1036721","213770","PHONE","Unspecified","QUEENS","Van",,,,,,,"40.75327010941036","-73.81061438204574","
,  
(40.75327010941036, -73.81061438204574)","14190","22","3","3","67","67"
"60605827","2024-03-17T14:59:44.000","2024-03-17T18:38:01.000","NYPD","New York City Police Department","Blocked Driveway","Partial Access","Street/Sidewalk","11229","2316 EAST   13 STREET","EAST   13 STREET","GRAVESEND NECK ROAD","AVENUE X","GRAVESEND NECK ROAD","AVENUE X","ADDRESS","BROOKLYN","EAST   13 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-17T18:38:04.000","15 BROOKLYN","3073970013","BROOKLYN","996099","155583","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.59370768326366","-73.95733517108118","
,  
(40.59370768326366, -73.95733517108118)","13512","32","2","15","36","36"
"60608607","2024-03-17T14:59:46.000","2024-03-17T16:36:28.000","NYPD","New York City Police Department","Blocked Driveway","Partial Access","Street/Sidewalk","10312","447 RIDGEWOOD AVENUE","RIDGEWOOD AVENUE","BARLOW AVENUE","OPP COURT","BARLOW AVENUE","OPP COURT","ADDRESS","STATEN ISLAND","RIDGEWOOD AVENUE",,"Closed",,"The Police Department issued a summons in response to the complaint.","2024-03-17T16:36:31.000","03 STATEN ISLAND","5054940023","STATEN ISLAND","938253","142829","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.55858908792911","-74.16553495354118","
,  
(40.55858908792911, -74.16553495354118)","10699","15","1","9","76","76"
"60608615","2024-03-17T15:00:00.000","2024-03-17T15:20:00.000","DOT","Department of Transportation","Traffic Signal Condition","LED Pedestrian Unit",,"11221",,,,,"MALCOLM X BOULEVARD","LAFAYETTE AVENUE","INTERSECTION","BROOKLYN",,"N/A","Closed",,"Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.","2024-03-17T15:20:00.000","03 BROOKLYN",,"BROOKLYN","1003410","191481","UNKNOWN","Unspecified","BROOKLYN",,,,,,,,"40.6922271453932","-73.93090842774613","
,  
(40.6922271453932, -73.93090842774613)","18181","69","2","49","52","52"
"60610738","2024-03-17T15:00:13.000","2024-03-17T15:13:00.000","NYPD","New York City Police Department","Non-Emergency Police Matter","Other (complaint details)","Street/Sidewalk","10019","790 7 AVENUE","7 AVENUE","WEST   51 STREET","WEST   52 STREET","WEST   51 STREET","WEST   52 STREET","ADDRESS","NEW YORK","7 AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-03-17T15:13:04.000","05 MANHATTAN","1010230029","MANHATTAN","989067","216896","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76200455438324","-73.9826115482865","
,  
(40.76200455438324, -73.9826115482865)","12081","11","4","51","10","10"
"60608138","2024-03-17T15:00:14.000","2024-03-18T05:02:04.000","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate","Street/Sidewalk","10465","1506 RESEARCH AVENUE","RESEARCH AVENUE","GRISWOLD AVENUE","AMPERE AVENUE","GRISWOLD AVENUE","AMPERE AVENUE","ADDRESS","BRONX","RESEARCH AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-18T05:02:10.000","10 BRONX","2054150062","BRONX","1034232","247100","ONLINE","Unspecified","BRONX","Van",,,,,,,"40.84476608846587","-73.81934990981779","
,  
(40.84476608846587, -73.81934990981779)","11274","43","5","12","28","28"
"60610739","2024-03-17T15:00:18.000","2024-03-17T15:12:51.000","NYPD","New York City Police Department","Non-Emergency Police Matter","Other (complaint details)","Street/Sidewalk","10019","780 7 AVENUE","7 AVENUE","WEST   50 STREET","WEST   51 STREET","WEST   50 STREET","WEST   51 STREET","ADDRESS","NEW YORK","7 AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-03-17T15:12:55.000","05 MANHATTAN","1010220035","MANHATTAN","988982","216743","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76158465461891","-73.98291848977368","
,  
(40.76158465461891, -73.98291848977368)","12081","11","4","51","10","10"
"60609797","2024-03-17T15:00:21.000","2024-03-17T15:12:39.000","NYPD","New York City Police Department","Non-Emergency Police Matter","Other (complaint details)","Street/Sidewalk","10019","777 7 AVENUE","7 AVENUE","WEST   50 STREET","WEST   51 STREET","WEST   50 STREET","WEST   51 STREET","ADDRESS","NEW YORK","7 AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-03-17T15:12:44.000","05 MANHATTAN","1010037501","MANHATTAN","988987","216738","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76157092822629","-73.98290044436438","
,  
(40.76157092822629, -73.98290044436438)","12081","11","4","51","10","10"
"60605771","2024-03-17T15:00:23.000","2024-03-17T15:01:07.000","NYPD","New York City Police Department","Illegal Parking","Double Parked Blocking Vehicle","Street/Sidewalk","11374","61-25 JUNCTION BOULEVARD","JUNCTION BOULEVARD","HORACE HARDING EXPRESSWAY","62 DRIVE","HORACE HARDING EXPRESSWAY","62 DRIVE","ADDRESS","REGO PARK","JUNCTION BOULEVARD",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T15:01:09.000","06 QUEENS","4020807501","QUEENS","1021892","206521","PHONE","Unspecified","QUEENS","Car",,,,,,,"40.73344900170496","-73.86417773312631","
,  
(40.73344900170496, -73.86417773312631)","14785","40","3","28","70","70"
"60607663","2024-03-17T15:00:36.000","2024-04-22T02:22:23.000","DSNY","Department of Sanitation","Graffiti","Graffiti","Residential","11370","30-53 82 STREET","82 STREET",,,,,"ADDRESS","EAST ELMHURST",,"N/A","Closed","2024-03-23T07:01:39.000",,"2024-04-22T02:22:23.000","03 QUEENS","4013800051","QUEENS","1015788","216169","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.759954188488514","-73.8861573054527","
,  
(40.759954188488514, -73.8861573054527)","14781","65","3","4","73","73"
"60610277","2024-03-17T15:00:37.000","2024-03-17T21:02:49.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11360","18-40 211 STREET","211 STREET","18 AVENUE","23 AVENUE","18 AVENUE","23 AVENUE","ADDRESS","BAYSIDE","211 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T21:02:52.000","07 QUEENS","4058780003","QUEENS","1044763","223793","PHONE","Unspecified","QUEENS",,,,,,,,"40.78072918186908","-73.78149795346478","
,  
(40.78072918186908, -73.78149795346478)","14195","22","3","20","67","67"
"60609973","2024-03-17T15:00:49.000","2025-01-28T08:21:40.000","DPR","Department of Parks and Recreation","New Tree Request","For One Address","Street","10021","42 EAST   75 STREET","EAST   75 STREET","MADISON AVENUE","PARK AVENUE","MADISON AVENUE","PARK AVENUE","ADDRESS","NEW YORK","EAST   75 STREET",,"Closed",,"NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.","2025-01-28T08:21:45.000","08 MANHATTAN","1013890143","MANHATTAN","994350","221094","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.7735225173628","-73.96353461866677","
,  
(40.7735225173628, -73.96353461866677)","12083","23","4","51","11","11"
"60607329","2024-03-17T15:01:00.000","2024-03-18T04:38:00.000","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street","10452","107 ELLIOT PLACE","ELLIOT PLACE","WALTON AVENUE","GRAND CONCOURSE",,,"ADDRESS","BRONX",,,"Closed",,"The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.","2024-03-18T12:00:00.000","04 BRONX","2028420038","BRONX","1007527","244867","PHONE","Unspecified","BRONX",,,,,,,,"40.83874793637329","-73.9158775273678","
,  
(40.83874793637329, -73.9158775273678)","10930","50","5","42","27","27"
"60610799","2024-03-17T15:01:08.000","2024-04-22T10:40:14.000","HPD","Department of Housing Preservation and Development","PAINT/PLASTER","CEILING","RESIDENTIAL BUILDING","11224","2970 WEST   27 STREET","WEST   27 STREET",,,,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd","2024-04-22T00:00:00.000","13 BROOKLYN","3070520034","BROOKLYN","986240","148216","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.573494426424446","-73.99283675303543","
,  
(40.573494426424446, -73.99283675303543)","18184","21","2","45","35","35"
"60607122","2024-03-17T15:01:08.000","2024-04-22T10:40:13.000","HPD","Department of Housing Preservation and Development","WATER LEAK","HEAVY FLOW","RESIDENTIAL BUILDING","11224","2970 WEST   27 STREET","WEST   27 STREET",,,,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd","2024-04-22T00:00:00.000","13 BROOKLYN","3070520034","BROOKLYN","986240","148216","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.573494426424446","-73.99283675303543","
,  
(40.573494426424446, -73.99283675303543)","18184","21","2","45","35","35"
"60606447","2024-03-17T15:01:17.000","2024-03-17T16:16:21.000","NYPD","New York City Police Department","Illegal Parking","Paper License Plates","Street/Sidewalk","10028","455 EAST   83 STREET","EAST   83 STREET","1 AVENUE","YORK AVENUE","1 AVENUE","YORK AVENUE","ADDRESS","NEW YORK","EAST   83 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T16:16:26.000","08 MANHATTAN","1015630022","MANHATTAN","998212","221425","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.774425769144734","-73.94959043828447","
,  
(40.774425769144734, -73.94959043828447)","12425","23","4","1","11","11"
"60607374","2024-03-17T15:01:30.000","2024-03-20T12:58:54.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11433","111-12 159 STREET","159 STREET","111 AVENUE","MEYER AVENUE","111 AVENUE","MEYER AVENUE","ADDRESS","JAMAICA","159 STREET",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","2024-03-20T12:58:59.000","12 QUEENS","4121740052","QUEENS","1042397","190832","MOBILE","Unspecified","QUEENS",,,,,,,,"40.6902755193039","-73.7903260187012","
,  
(40.6902755193039, -73.7903260187012)","24668","41","3","46","71","71"
"60612673","2024-03-17T15:01:31.000","2025-01-28T08:21:42.000","DPR","Department of Parks and Recreation","New Tree Request","For One Address","Street","10021","38 EAST   75 STREET","EAST   75 STREET","MADISON AVENUE","PARK AVENUE","MADISON AVENUE","PARK AVENUE","ADDRESS","NEW YORK","EAST   75 STREET",,"Closed",,"NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.","2025-01-28T08:21:45.000","08 MANHATTAN","1013890045","MANHATTAN","994334","221103","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.77354723827127","-73.96359237209555","
,  
(40.77354723827127, -73.96359237209555)","12083","23","4","51","11","11"
"60607693","2024-03-17T15:01:33.000","2024-03-17T20:21:15.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11229","2067 EAST   12 STREET","EAST   12 STREET","AVENUE T","AVENUE U","AVENUE T","AVENUE U","ADDRESS","BROOKLYN","EAST   12 STREET",,"Closed",,"This complaint does not fall under the Police Department's jurisdiction.","2024-03-17T20:21:20.000","15 BROOKLYN","3073160053","BROOKLYN","995292","157613","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.59928066538098","-73.96023762681348","
,  
(40.59928066538098, -73.96023762681348)","18183","32","2","15","36","36"
